# extension_admission_front — the complete truth table.
# All 324 rows of the state space (2 x 3 x 3 x 3 x 3 x 2), not a sample.
# Columns: <argv>\t<expected stdout>\t<expected exit status>
# argv order: OPERATOR ORIGIN INTEGRITY PROOF FLOOR CONTAINMENT
requested attested unchecked carried floor_reproved uncontained	refuse_integrity_unchecked	1
requested attested unchecked carried floor_carried contained	refuse_integrity_unchecked	1
requested attested unchecked carried floor_carried uncontained	refuse_integrity_unchecked	1
requested attested unchecked carried floor_none contained	refuse_integrity_unchecked	1
requested attested unchecked carried floor_none uncontained	refuse_integrity_unchecked	1
requested attested unchecked absent floor_reproved contained	refuse_integrity_unchecked	1
requested attested unchecked absent floor_reproved uncontained	refuse_integrity_unchecked	1
requested attested unchecked absent floor_carried contained	refuse_integrity_unchecked	1
requested attested unchecked absent floor_carried uncontained	refuse_integrity_unchecked	1
requested attested unchecked absent floor_none contained	refuse_integrity_unchecked	1
requested attested unchecked absent floor_none uncontained	refuse_integrity_unchecked	1
requested unattested verified reproved floor_reproved contained	refuse_origin_unattested	1
requested unattested verified reproved floor_reproved uncontained	refuse_origin_unattested	1
requested unattested verified reproved floor_carried contained	refuse_origin_unattested	1
requested unattested verified reproved floor_carried uncontained	refuse_origin_unattested	1
requested unattested verified reproved floor_none contained	refuse_origin_unattested	1
requested unattested verified reproved floor_none uncontained	refuse_origin_unattested	1
requested unattested verified carried floor_reproved contained	refuse_origin_unattested	1
requested unattested verified carried floor_reproved uncontained	refuse_origin_unattested	1
requested unattested verified carried floor_carried contained	refuse_origin_unattested	1
requested unattested verified carried floor_carried uncontained	refuse_origin_unattested	1
requested unattested verified carried floor_none contained	refuse_origin_unattested	1
requested unattested verified carried floor_none uncontained	refuse_origin_unattested	1
requested unattested verified absent floor_reproved contained	refuse_origin_unattested	1
requested unattested verified absent floor_reproved uncontained	refuse_origin_unattested	1
requested unattested verified absent floor_carried contained	refuse_origin_unattested	1
requested unattested verified absent floor_carried uncontained	refuse_origin_unattested	1
requested unattested verified absent floor_none contained	refuse_origin_unattested	1
requested unattested verified absent floor_none uncontained	refuse_origin_unattested	1
requested unattested mismatch reproved floor_reproved contained	refuse_origin_unattested	1
requested unattested mismatch reproved floor_reproved uncontained	refuse_origin_unattested	1
requested unattested mismatch reproved floor_carried contained	refuse_origin_unattested	1
requested unattested mismatch reproved floor_carried uncontained	refuse_origin_unattested	1
requested unattested mismatch reproved floor_none contained	refuse_origin_unattested	1
requested unattested mismatch reproved floor_none uncontained	refuse_origin_unattested	1
requested unattested mismatch carried floor_reproved contained	refuse_origin_unattested	1
requested unattested mismatch carried floor_reproved uncontained	refuse_origin_unattested	1
requested unattested mismatch carried floor_carried contained	refuse_origin_unattested	1
requested unattested mismatch carried floor_carried uncontained	refuse_origin_unattested	1
requested unattested mismatch carried floor_none contained	refuse_origin_unattested	1
requested unattested mismatch carried floor_none uncontained	refuse_origin_unattested	1
requested unattested mismatch absent floor_reproved contained	refuse_origin_unattested	1
requested unattested mismatch absent floor_reproved uncontained	refuse_origin_unattested	1
requested unattested mismatch absent floor_carried contained	refuse_origin_unattested	1
requested unattested mismatch absent floor_carried uncontained	refuse_origin_unattested	1
requested unattested mismatch absent floor_none contained	refuse_origin_unattested	1
requested unattested mismatch absent floor_none uncontained	refuse_origin_unattested	1
requested unattested unchecked reproved floor_reproved contained	refuse_origin_unattested	1
requested unattested unchecked reproved floor_reproved uncontained	refuse_origin_unattested	1
requested unattested unchecked reproved floor_carried contained	refuse_origin_unattested	1
requested unattested unchecked reproved floor_carried uncontained	refuse_origin_unattested	1
requested unattested unchecked reproved floor_none contained	refuse_origin_unattested	1
requested unattested unchecked reproved floor_none uncontained	refuse_origin_unattested	1
requested unattested unchecked carried floor_reproved contained	refuse_origin_unattested	1
requested unattested unchecked carried floor_reproved uncontained	refuse_origin_unattested	1
requested unattested unchecked carried floor_carried contained	refuse_origin_unattested	1
requested unattested unchecked carried floor_carried uncontained	refuse_origin_unattested	1
requested unattested unchecked carried floor_none contained	refuse_origin_unattested	1
requested unattested unchecked carried floor_none uncontained	refuse_origin_unattested	1
requested unattested unchecked absent floor_reproved contained	refuse_origin_unattested	1
requested unattested unchecked absent floor_reproved uncontained	refuse_origin_unattested	1
requested unattested unchecked absent floor_carried contained	refuse_origin_unattested	1
requested unattested unchecked absent floor_carried uncontained	refuse_origin_unattested	1
requested unattested unchecked absent floor_none contained	refuse_origin_unattested	1
requested unattested unchecked absent floor_none uncontained	refuse_origin_unattested	1
requested revoked verified reproved floor_reproved contained	refuse_origin_revoked	1
requested revoked verified reproved floor_reproved uncontained	refuse_origin_revoked	1
requested revoked verified reproved floor_carried contained	refuse_origin_revoked	1
requested revoked verified reproved floor_carried uncontained	refuse_origin_revoked	1
requested revoked verified reproved floor_none contained	refuse_origin_revoked	1
requested revoked verified reproved floor_none uncontained	refuse_origin_revoked	1
requested revoked verified carried floor_reproved contained	refuse_origin_revoked	1
requested revoked verified carried floor_reproved uncontained	refuse_origin_revoked	1
requested revoked verified carried floor_carried contained	refuse_origin_revoked	1
requested revoked verified carried floor_carried uncontained	refuse_origin_revoked	1
requested revoked verified carried floor_none contained	refuse_origin_revoked	1
requested revoked verified carried floor_none uncontained	refuse_origin_revoked	1
requested revoked verified absent floor_reproved contained	refuse_origin_revoked	1
requested revoked verified absent floor_reproved uncontained	refuse_origin_revoked	1
requested revoked verified absent floor_carried contained	refuse_origin_revoked	1
requested revoked verified absent floor_carried uncontained	refuse_origin_revoked	1
requested revoked verified absent floor_none contained	refuse_origin_revoked	1
requested revoked verified absent floor_none uncontained	refuse_origin_revoked	1
requested revoked mismatch reproved floor_reproved contained	refuse_origin_revoked	1
requested revoked mismatch reproved floor_reproved uncontained	refuse_origin_revoked	1
requested revoked mismatch reproved floor_carried contained	refuse_origin_revoked	1
requested revoked mismatch reproved floor_carried uncontained	refuse_origin_revoked	1
requested revoked mismatch reproved floor_none contained	refuse_origin_revoked	1
requested revoked mismatch reproved floor_none uncontained	refuse_origin_revoked	1
requested revoked mismatch carried floor_reproved contained	refuse_origin_revoked	1
requested revoked mismatch carried floor_reproved uncontained	refuse_origin_revoked	1
requested revoked mismatch carried floor_carried contained	refuse_origin_revoked	1
requested revoked mismatch carried floor_carried uncontained	refuse_origin_revoked	1
requested revoked mismatch carried floor_none contained	refuse_origin_revoked	1
requested revoked mismatch carried floor_none uncontained	refuse_origin_revoked	1
requested revoked mismatch absent floor_reproved contained	refuse_origin_revoked	1
requested revoked mismatch absent floor_reproved uncontained	refuse_origin_revoked	1
requested revoked mismatch absent floor_carried contained	refuse_origin_revoked	1
requested revoked mismatch absent floor_carried uncontained	refuse_origin_revoked	1
requested revoked mismatch absent floor_none contained	refuse_origin_revoked	1
requested revoked mismatch absent floor_none uncontained	refuse_origin_revoked	1
requested revoked unchecked reproved floor_reproved contained	refuse_origin_revoked	1
requested revoked unchecked reproved floor_reproved uncontained	refuse_origin_revoked	1
requested revoked unchecked reproved floor_carried contained	refuse_origin_revoked	1
requested revoked unchecked reproved floor_carried uncontained	refuse_origin_revoked	1
requested revoked unchecked reproved floor_none contained	refuse_origin_revoked	1
requested revoked unchecked reproved floor_none uncontained	refuse_origin_revoked	1
requested revoked unchecked carried floor_reproved contained	refuse_origin_revoked	1
requested revoked unchecked carried floor_reproved uncontained	refuse_origin_revoked	1
requested revoked unchecked carried floor_carried contained	refuse_origin_revoked	1
requested revoked unchecked carried floor_carried uncontained	refuse_origin_revoked	1
requested revoked unchecked carried floor_none contained	refuse_origin_revoked	1
requested revoked unchecked carried floor_none uncontained	refuse_origin_revoked	1
requested revoked unchecked absent floor_reproved contained	refuse_origin_revoked	1
requested revoked unchecked absent floor_reproved uncontained	refuse_origin_revoked	1
requested revoked unchecked absent floor_carried contained	refuse_origin_revoked	1
requested revoked unchecked absent floor_carried uncontained	refuse_origin_revoked	1
requested revoked unchecked absent floor_none contained	refuse_origin_revoked	1
requested revoked unchecked absent floor_none uncontained	refuse_origin_revoked	1
absent attested verified reproved floor_reproved contained	refuse_operator_absent	1
absent attested verified reproved floor_reproved uncontained	refuse_operator_absent	1
absent attested verified reproved floor_carried contained	refuse_operator_absent	1
absent attested verified reproved floor_carried uncontained	refuse_operator_absent	1
absent attested verified reproved floor_none contained	refuse_operator_absent	1
absent attested verified reproved floor_none uncontained	refuse_operator_absent	1
absent attested verified carried floor_reproved contained	refuse_operator_absent	1
absent attested verified carried floor_reproved uncontained	refuse_operator_absent	1
absent attested verified carried floor_carried contained	refuse_operator_absent	1
absent attested verified carried floor_carried uncontained	refuse_operator_absent	1
absent attested verified carried floor_none contained	refuse_operator_absent	1
absent attested verified carried floor_none uncontained	refuse_operator_absent	1
absent attested verified absent floor_reproved contained	refuse_operator_absent	1
absent attested verified absent floor_reproved uncontained	refuse_operator_absent	1
absent attested verified absent floor_carried contained	refuse_operator_absent	1
absent attested verified absent floor_carried uncontained	refuse_operator_absent	1
absent attested verified absent floor_none contained	refuse_operator_absent	1
absent attested verified absent floor_none uncontained	refuse_operator_absent	1
absent attested mismatch reproved floor_reproved contained	refuse_operator_absent	1
absent attested mismatch reproved floor_reproved uncontained	refuse_operator_absent	1
absent attested mismatch reproved floor_carried contained	refuse_operator_absent	1
absent attested mismatch reproved floor_carried uncontained	refuse_operator_absent	1
absent attested mismatch reproved floor_none contained	refuse_operator_absent	1
absent attested mismatch reproved floor_none uncontained	refuse_operator_absent	1
absent attested mismatch carried floor_reproved contained	refuse_operator_absent	1
absent attested mismatch carried floor_reproved uncontained	refuse_operator_absent	1
absent attested mismatch carried floor_carried contained	refuse_operator_absent	1
absent attested mismatch carried floor_carried uncontained	refuse_operator_absent	1
absent attested mismatch carried floor_none contained	refuse_operator_absent	1
absent attested mismatch carried floor_none uncontained	refuse_operator_absent	1
absent attested mismatch absent floor_reproved contained	refuse_operator_absent	1
absent attested mismatch absent floor_reproved uncontained	refuse_operator_absent	1
absent attested mismatch absent floor_carried contained	refuse_operator_absent	1
absent attested mismatch absent floor_carried uncontained	refuse_operator_absent	1
absent attested mismatch absent floor_none contained	refuse_operator_absent	1
absent attested mismatch absent floor_none uncontained	refuse_operator_absent	1
absent attested unchecked reproved floor_reproved contained	refuse_operator_absent	1
absent attested unchecked reproved floor_reproved uncontained	refuse_operator_absent	1
absent attested unchecked reproved floor_carried contained	refuse_operator_absent	1
absent attested unchecked reproved floor_carried uncontained	refuse_operator_absent	1
absent attested unchecked reproved floor_none contained	refuse_operator_absent	1
absent attested unchecked reproved floor_none uncontained	refuse_operator_absent	1
absent attested unchecked carried floor_reproved contained	refuse_operator_absent	1
absent attested unchecked carried floor_reproved uncontained	refuse_operator_absent	1
absent attested unchecked carried floor_carried contained	refuse_operator_absent	1
absent attested unchecked carried floor_carried uncontained	refuse_operator_absent	1
absent attested unchecked carried floor_none contained	refuse_operator_absent	1
absent attested unchecked carried floor_none uncontained	refuse_operator_absent	1
absent attested unchecked absent floor_reproved contained	refuse_operator_absent	1
absent attested unchecked absent floor_reproved uncontained	refuse_operator_absent	1
absent attested unchecked absent floor_carried contained	refuse_operator_absent	1
absent attested unchecked absent floor_carried uncontained	refuse_operator_absent	1
absent attested unchecked absent floor_none contained	refuse_operator_absent	1
absent attested unchecked absent floor_none uncontained	refuse_operator_absent	1
absent unattested verified reproved floor_reproved contained	refuse_operator_absent	1
absent unattested verified reproved floor_reproved uncontained	refuse_operator_absent	1
absent unattested verified reproved floor_carried contained	refuse_operator_absent	1
absent unattested verified reproved floor_carried uncontained	refuse_operator_absent	1
absent unattested verified reproved floor_none contained	refuse_operator_absent	1
absent unattested verified reproved floor_none uncontained	refuse_operator_absent	1
absent unattested verified carried floor_reproved contained	refuse_operator_absent	1
absent unattested verified carried floor_reproved uncontained	refuse_operator_absent	1
absent unattested verified carried floor_carried contained	refuse_operator_absent	1
absent unattested verified carried floor_carried uncontained	refuse_operator_absent	1
absent unattested verified carried floor_none contained	refuse_operator_absent	1
absent unattested verified carried floor_none uncontained	refuse_operator_absent	1
absent unattested verified absent floor_reproved contained	refuse_operator_absent	1
absent unattested verified absent floor_reproved uncontained	refuse_operator_absent	1
absent unattested verified absent floor_carried contained	refuse_operator_absent	1
absent unattested verified absent floor_carried uncontained	refuse_operator_absent	1
absent unattested verified absent floor_none contained	refuse_operator_absent	1
absent unattested verified absent floor_none uncontained	refuse_operator_absent	1
absent unattested mismatch reproved floor_reproved contained	refuse_operator_absent	1
absent unattested mismatch reproved floor_reproved uncontained	refuse_operator_absent	1
absent unattested mismatch reproved floor_carried contained	refuse_operator_absent	1
absent unattested mismatch reproved floor_carried uncontained	refuse_operator_absent	1
absent unattested mismatch reproved floor_none contained	refuse_operator_absent	1
absent unattested mismatch reproved floor_none uncontained	refuse_operator_absent	1
absent unattested mismatch carried floor_reproved contained	refuse_operator_absent	1
absent unattested mismatch carried floor_reproved uncontained	refuse_operator_absent	1
absent unattested mismatch carried floor_carried contained	refuse_operator_absent	1
absent unattested mismatch carried floor_carried uncontained	refuse_operator_absent	1
absent unattested mismatch carried floor_none contained	refuse_operator_absent	1
absent unattested mismatch carried floor_none uncontained	refuse_operator_absent	1
absent unattested mismatch absent floor_reproved contained	refuse_operator_absent	1
absent unattested mismatch absent floor_reproved uncontained	refuse_operator_absent	1
absent unattested mismatch absent floor_carried contained	refuse_operator_absent	1
absent unattested mismatch absent floor_carried uncontained	refuse_operator_absent	1
absent unattested mismatch absent floor_none contained	refuse_operator_absent	1
absent unattested mismatch absent floor_none uncontained	refuse_operator_absent	1
absent unattested unchecked reproved floor_reproved contained	refuse_operator_absent	1
absent unattested unchecked reproved floor_reproved uncontained	refuse_operator_absent	1
absent unattested unchecked reproved floor_carried contained	refuse_operator_absent	1
absent unattested unchecked reproved floor_carried uncontained	refuse_operator_absent	1
absent unattested unchecked reproved floor_none contained	refuse_operator_absent	1
absent unattested unchecked reproved floor_none uncontained	refuse_operator_absent	1
absent unattested unchecked carried floor_reproved contained	refuse_operator_absent	1
absent unattested unchecked carried floor_reproved uncontained	refuse_operator_absent	1
absent unattested unchecked carried floor_carried contained	refuse_operator_absent	1
absent unattested unchecked carried floor_carried uncontained	refuse_operator_absent	1
absent unattested unchecked carried floor_none contained	refuse_operator_absent	1
absent unattested unchecked carried floor_none uncontained	refuse_operator_absent	1
absent unattested unchecked absent floor_reproved contained	refuse_operator_absent	1
absent unattested unchecked absent floor_reproved uncontained	refuse_operator_absent	1
absent unattested unchecked absent floor_carried contained	refuse_operator_absent	1
absent unattested unchecked absent floor_carried uncontained	refuse_operator_absent	1
absent unattested unchecked absent floor_none contained	refuse_operator_absent	1
absent unattested unchecked absent floor_none uncontained	refuse_operator_absent	1
absent revoked verified reproved floor_reproved contained	refuse_operator_absent	1
absent revoked verified reproved floor_reproved uncontained	refuse_operator_absent	1
absent revoked verified reproved floor_carried contained	refuse_operator_absent	1
absent revoked verified reproved floor_carried uncontained	refuse_operator_absent	1
absent revoked verified reproved floor_none contained	refuse_operator_absent	1
absent revoked verified reproved floor_none uncontained	refuse_operator_absent	1
absent revoked verified carried floor_reproved contained	refuse_operator_absent	1
absent revoked verified carried floor_reproved uncontained	refuse_operator_absent	1
absent revoked verified carried floor_carried contained	refuse_operator_absent	1
absent revoked verified carried floor_carried uncontained	refuse_operator_absent	1
absent revoked verified carried floor_none contained	refuse_operator_absent	1
absent revoked verified carried floor_none uncontained	refuse_operator_absent	1
absent revoked verified absent floor_reproved contained	refuse_operator_absent	1
absent revoked verified absent floor_reproved uncontained	refuse_operator_absent	1
absent revoked verified absent floor_carried contained	refuse_operator_absent	1
absent revoked verified absent floor_carried uncontained	refuse_operator_absent	1
absent revoked verified absent floor_none contained	refuse_operator_absent	1
absent revoked verified absent floor_none uncontained	refuse_operator_absent	1
absent revoked mismatch reproved floor_reproved contained	refuse_operator_absent	1
absent revoked mismatch reproved floor_reproved uncontained	refuse_operator_absent	1
absent revoked mismatch reproved floor_carried contained	refuse_operator_absent	1
absent revoked mismatch reproved floor_carried uncontained	refuse_operator_absent	1
absent revoked mismatch reproved floor_none contained	refuse_operator_absent	1
absent revoked mismatch reproved floor_none uncontained	refuse_operator_absent	1
absent revoked mismatch carried floor_reproved contained	refuse_operator_absent	1
absent revoked mismatch carried floor_reproved uncontained	refuse_operator_absent	1
absent revoked mismatch carried floor_carried contained	refuse_operator_absent	1
absent revoked mismatch carried floor_carried uncontained	refuse_operator_absent	1
absent revoked mismatch carried floor_none contained	refuse_operator_absent	1
absent revoked mismatch carried floor_none uncontained	refuse_operator_absent	1
absent revoked mismatch absent floor_reproved contained	refuse_operator_absent	1
absent revoked mismatch absent floor_reproved uncontained	refuse_operator_absent	1
absent revoked mismatch absent floor_carried contained	refuse_operator_absent	1
absent revoked mismatch absent floor_carried uncontained	refuse_operator_absent	1
absent revoked mismatch absent floor_none contained	refuse_operator_absent	1
absent revoked mismatch absent floor_none uncontained	refuse_operator_absent	1
absent revoked unchecked reproved floor_reproved contained	refuse_operator_absent	1
absent revoked unchecked reproved floor_reproved uncontained	refuse_operator_absent	1
absent revoked unchecked reproved floor_carried contained	refuse_operator_absent	1
absent revoked unchecked reproved floor_carried uncontained	refuse_operator_absent	1
absent revoked unchecked reproved floor_none contained	refuse_operator_absent	1
absent revoked unchecked reproved floor_none uncontained	refuse_operator_absent	1
absent revoked unchecked carried floor_reproved contained	refuse_operator_absent	1
absent revoked unchecked carried floor_reproved uncontained	refuse_operator_absent	1
absent revoked unchecked carried floor_carried contained	refuse_operator_absent	1
absent revoked unchecked carried floor_carried uncontained	refuse_operator_absent	1
absent revoked unchecked carried floor_none contained	refuse_operator_absent	1
absent revoked unchecked carried floor_none uncontained	refuse_operator_absent	1
absent revoked unchecked absent floor_reproved contained	refuse_operator_absent	1
absent revoked unchecked absent floor_reproved uncontained	refuse_operator_absent	1
absent revoked unchecked absent floor_carried contained	refuse_operator_absent	1
absent revoked unchecked absent floor_carried uncontained	refuse_operator_absent	1
absent revoked unchecked absent floor_none contained	refuse_operator_absent	1
absent revoked unchecked absent floor_none uncontained	refuse_operator_absent	1
